Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
299,male,group B,some college,free/reduced,completed,single,sometimes,yes,1.0,school_bus,5 - 10,45,44,51
783,male,group A,bachelor's degree,standard,completed,married,sometimes,no,2.0,school_bus,> 10,81,66,68
668,female,group D,associate's degree,free/reduced,none,married,never,yes,4.0,school_bus,5 - 10,49,59,55
421,male,group C,some college,standard,none,single,sometimes,yes,1.0,private,< 5,76,69,70
531,female,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,64,76,75
32,male,group E,bachelor's degree,standard,completed,single,sometimes,no,2.0,school_bus,> 10,75,66,67
153,male,group D,master's degree,standard,none,single,never,yes,1.0,,5 - 10,73,67,72
802,female,group C,some high school,free/reduced,none,single,sometimes,no,2.0,private,< 5,36,58,48
486,female,group D,bachelor's degree,standard,none,single,sometimes,yes,4.0,private,5 - 10,68,72,77
966,female,group E,some college,free/reduced,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,82,70,83
936,male,group D,associate's degree,free/reduced,none,single,sometimes,,0.0,private,5 - 10,57,53,59
265,female,group D,some college,standard,completed,married,sometimes,yes,3.0,private,5 - 10,84,96,95
68,female,group E,bachelor's degree,standard,,married,sometimes,yes,3.0,school_bus,5 - 10,78,88,87
967,female,group C,associate's degree,standard,none,married,sometimes,no,,school_bus,< 5,67,69,70
333,male,group C,associate's degree,standard,none,divorced,regularly,yes,2.0,private,5 - 10,76,69,65
2,male,group A,bachelor's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,66,60,64
575,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,6.0,school_bus,5 - 10,48,60,61
383,female,group D,high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,58,63,71
101,female,group C,some high school,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,39,50,49
831,female,group B,,free/reduced,none,married,never,,0.0,school_bus,5 - 10,40,63,63
515,male,group A,associate's degree,standard,none,divorced,never,yes,0.0,school_bus,> 10,77,69,71
919,male,group C,some high school,free/reduced,completed,married,regularly,no,3.0,private,< 5,60,73,61
737,male,group C,associate's degree,free/reduced,none,,never,yes,1.0,school_bus,5 - 10,61,61,56
147,male,group B,high school,free/reduced,none,single,sometimes,no,2.0,private,5 - 10,22,17,17
905,male,group D,,standard,none,single,never,yes,2.0,private,< 5,82,74,73
818,male,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,0.0,school_bus,> 10,51,53,52
900,male,group B,high school,standard,completed,married,never,yes,2.0,school_bus,5 - 10,74,68,70
153,male,group C,some college,free/reduced,none,divorced,sometimes,no,1.0,private,5 - 10,59,53,57
476,male,group B,bachelor's degree,standard,completed,single,sometimes,yes,2.0,private,> 10,71,74,81
260,female,group B,some high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,55,63,58
454,female,group B,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,61,76,71
456,male,group A,high school,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10,53,50,48
157,female,group A,some college,standard,none,married,sometimes,yes,2.0,private,5 - 10,58,64,56
361,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,private,> 10,57,57,53
250,female,group B,bachelor's degree,standard,,married,sometimes,yes,0.0,school_bus,< 5,94,90,97
627,male,,master's degree,standard,none,married,,yes,0.0,school_bus,5 - 10,85,82,82
975,female,group B,high school,standard,completed,married,regularly,no,4.0,private,5 - 10,93,97,100
256,female,group C,bachelor's degree,standard,none,married,sometimes,no,2.0,,5 - 10,79,81,84
6,male,group B,some high school,standard,completed,married,,yes,3.0,private,< 5,63,72,73
826,male,group B,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,73,74,67
268,male,group E,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,56,49,41
78,female,group C,associate's degree,standard,completed,married,regularly,yes,1.0,school_bus,,98,97,98
170,female,group D,bachelor's degree,standard,completed,married,regularly,yes,3.0,private,< 5,80,90,98
57,male,group D,associate's degree,standard,none,single,sometimes,no,2.0,private,5 - 10,52,55,49
761,female,group C,high school,standard,none,divorced,sometimes,yes,1.0,,> 10,50,74,60
987,male,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,68,72,72
718,female,group C,high school,standard,none,divorced,regularly,no,5.0,school_bus,5 - 10,88,86,83
504,male,group A,,free/reduced,none,single,regularly,no,3.0,private,> 10,86,80,74
5,female,group C,some college,standard,none,married,never,yes,2.0,school_bus,5 - 10,55,68,64
310,female,group C,high school,standard,,divorced,regularly,yes,2.0,school_bus,< 5,84,94,92
714,male,group B,some high school,free/reduced,none,married,sometimes,yes,0.0,private,< 5,45,48,45
454,female,group D,some college,standard,none,divorced,regularly,yes,,school_bus,5 - 10,57,52,54
517,female,group E,some college,standard,completed,divorced,never,yes,1.0,school_bus,5 - 10,64,72,71
947,male,group C,high school,standard,completed,divorced,regularly,no,2.0,private,5 - 10,76,70,72
933,male,group C,some high school,free/reduced,completed,married,regularly,yes,4.0,school_bus,,71,74,64
356,male,,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,54,50,52
462,female,group E,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,52,59,66
479,female,group A,master's degree,standard,none,single,regularly,,2.0,school_bus,5 - 10,64,73,69
232,male,group C,associate's degree,free/reduced,none,single,regularly,no,5.0,school_bus,> 10,79,75,70
812,female,group C,high school,standard,completed,single,sometimes,yes,4.0,private,5 - 10,32,52,56
409,female,group B,some college,standard,completed,married,never,yes,3.0,school_bus,5 - 10,71,86,94
138,male,group D,bachelor's degree,standard,none,single,sometimes,no,3.0,school_bus,< 5,69,62,62
171,male,group A,bachelor's degree,standard,none,married,sometimes,yes,4.0,school_bus,> 10,79,72,69
422,female,group C,some college,free/reduced,completed,married,regularly,no,2.0,school_bus,< 5,52,61,67
107,female,group A,some college,standard,none,,sometimes,yes,2.0,school_bus,5 - 10,58,71,64
340,female,group B,high school,standard,,single,regularly,yes,2.0,school_bus,< 5,59,65,71
421,female,group D,,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,13,26,23
763,male,group D,high school,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,34,32,29
275,female,group D,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,87,86,90
717,male,,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,61,56,58
851,male,group A,some college,standard,completed,married,never,yes,,school_bus,5 - 10,67,62,67
125,male,group C,some high school,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,71,62,65
316,female,group E,associate's degree,standard,completed,single,sometimes,yes,3.0,private,> 10,78,87,88
467,male,group D,associate's degree,free/reduced,completed,married,regularly,yes,5.0,school_bus,5 - 10,76,74,75
471,male,group B,some high school,standard,none,married,never,yes,4.0,private,< 5,61,53,44
271,female,group D,master's degree,free/reduced,none,single,regularly,,1.0,private,< 5,61,81,78
7,female,group D,some college,standard,none,married,sometimes,yes,1.0,private,> 10,92,97,94
635,male,group D,some college,free/reduced,completed,married,sometimes,yes,4.0,school_bus,5 - 10,57,57,61
993,female,group E,some college,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,63,66,61
84,male,group A,associate's degree,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,58,64,58
126,male,group C,high school,standard,completed,divorced,sometimes,no,5.0,school_bus,5 - 10,66,58,55
45,male,group B,some high school,free/reduced,completed,,sometimes,yes,5.0,school_bus,< 5,64,72,64
749,female,group D,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,< 5,83,85,87
945,female,group C,high school,standard,completed,divorced,sometimes,no,3.0,school_bus,,75,78,84
802,male,group D,high school,standard,,married,sometimes,no,3.0,school_bus,5 - 10,73,72,60
475,male,group C,bachelor's degree,standard,none,married,regularly,no,4.0,school_bus,5 - 10,70,64,64
338,male,group E,some college,standard,completed,divorced,regularly,yes,5.0,private,< 5,82,61,72
30,female,group C,master's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,73,88,89
227,male,group C,some college,standard,none,married,regularly,yes,0.0,school_bus,< 5,60,55,54
706,male,group D,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,47,34,36
757,female,group C,associate's degree,standard,completed,divorced,sometimes,no,1.0,,> 10,79,99,98
173,female,group B,bachelor's degree,standard,none,single,sometimes,yes,1.0,school_bus,> 10,75,81,77
806,female,group C,some high school,standard,completed,single,sometimes,yes,1.0,private,< 5,32,42,44
21,male,group B,bachelor's degree,standard,none,married,sometimes,yes,4.0,school_bus,> 10,100,86,88
496,female,group D,associate's degree,standard,,divorced,sometimes,no,5.0,private,5 - 10,94,100,100
947,female,group D,some college,free/reduced,none,married,sometimes,yes,1.0,private,< 5,47,57,58
495,male,group D,associate's degree,standard,none,married,sometimes,yes,3.0,,5 - 10,85,76,70
494,male,group C,master's degree,free/reduced,none,single,sometimes,,3.0,school_bus,5 - 10,56,51,52
103,female,group C,high school,free/reduced,none,divorced,never,yes,1.0,school_bus,< 5,28,47,41
506,female,group A,high school,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,64,68,67
48,male,group C,some college,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,60,54,56
850,female,,some college,standard,none,single,sometimes,no,2.0,private,> 10,50,58,56
711,female,group B,some college,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,77,87,81
558,male,,bachelor's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,71,65,60
271,female,group C,some college,standard,completed,single,sometimes,no,,school_bus,< 5,68,75,80
372,male,group E,high school,standard,none,divorced,sometimes,no,,school_bus,5 - 10,71,53,57
833,male,group B,some college,standard,none,married,regularly,no,2.0,private,5 - 10,80,71,68
888,male,group D,associate's degree,standard,completed,married,sometimes,no,1.0,private,< 5,83,78,78
860,male,group E,,standard,none,divorced,never,yes,2.0,private,> 10,99,95,92
424,male,group C,high school,standard,,married,regularly,yes,3.0,school_bus,5 - 10,61,48,49
27,male,group D,master's degree,free/reduced,none,divorced,regularly,yes,1.0,,< 5,75,77,78
721,female,group C,,standard,none,married,sometimes,no,2.0,,> 10,69,61,69
669,male,group D,associate's degree,standard,completed,single,sometimes,yes,3.0,private,5 - 10,81,72,77
274,female,group C,,standard,completed,,sometimes,yes,0.0,private,> 10,64,76,67
930,female,group E,high school,standard,,,sometimes,yes,4.0,private,5 - 10,88,96,91
985,male,group C,some high school,standard,,married,sometimes,yes,1.0,school_bus,< 5,89,73,76
386,male,group C,master's degree,standard,none,widowed,sometimes,yes,2.0,private,< 5,76,76,78
178,male,group C,associate's degree,standard,none,married,sometimes,yes,0.0,private,< 5,63,63,50
439,male,group E,master's degree,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,100,100,97
830,male,group E,high school,standard,none,divorced,sometimes,yes,4.0,,< 5,76,72,65
99,male,group C,master's degree,free/reduced,completed,single,regularly,no,2.0,private,5 - 10,73,82,79
408,female,group A,bachelor's degree,standard,none,widowed,sometimes,no,2.0,school_bus,5 - 10,77,74,78
124,female,group B,some college,standard,none,married,regularly,,2.0,school_bus,< 5,82,99,91
878,female,group E,bachelor's degree,standard,none,single,regularly,no,1.0,private,5 - 10,77,73,74
722,female,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,39,55,48
56,female,group D,some college,standard,none,married,sometimes,yes,3.0,,5 - 10,45,48,54
149,female,group B,bachelor's degree,free/reduced,none,single,sometimes,no,1.0,private,5 - 10,64,79,79
318,male,group B,high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,59,60,59
198,male,group C,master's degree,standard,none,married,sometimes,yes,3.0,private,,66,71,69
191,male,group C,high school,standard,completed,married,sometimes,yes,4.0,private,> 10,96,92,90
159,male,group D,associate's degree,standard,none,,regularly,yes,1.0,private,> 10,89,84,72
724,male,group E,some high school,standard,none,married,regularly,no,2.0,private,> 10,80,71,64
881,female,group C,high school,standard,none,married,never,no,2.0,school_bus,5 - 10,64,75,70
724,male,group D,high school,free/reduced,none,single,never,no,3.0,,5 - 10,62,61,56
876,female,group B,some high school,standard,,married,regularly,yes,,private,5 - 10,70,77,70
203,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,36,59,58
336,male,group B,associate's degree,standard,completed,single,sometimes,yes,2.0,school_bus,< 5,83,90,89
310,female,group C,some college,standard,none,single,never,no,1.0,private,5 - 10,79,94,91
705,male,group E,some college,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,83,72,72
997,female,,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,67,82,77
215,female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,72,73,69
262,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,63,72,73
127,male,group C,some high school,standard,none,married,never,no,2.0,school_bus,5 - 10,81,74,72
975,male,group D,some high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,64,73,66
468,male,group E,high school,standard,none,single,,yes,0.0,school_bus,5 - 10,77,71,71
262,male,group D,associate's degree,standard,none,single,sometimes,yes,4.0,,5 - 10,69,70,67
414,female,group C,some college,standard,none,single,sometimes,no,1.0,,5 - 10,55,67,68
331,female,group C,high school,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,27,36,33
123,male,,some high school,standard,completed,married,never,yes,1.0,school_bus,< 5,61,54,54
681,male,group B,master's degree,free/reduced,none,single,regularly,no,1.0,school_bus,5 - 10,78,74,70
377,female,group D,high school,free/reduced,none,married,,yes,4.0,private,< 5,38,53,54
753,female,group C,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,77,90,85
27,female,group C,,standard,none,married,never,yes,3.0,school_bus,5 - 10,75,85,84
155,female,group C,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,85,86,80
851,female,group B,some high school,standard,completed,single,regularly,yes,1.0,private,5 - 10,69,75,76
